Date,VEGA,VEGA_C130,VEGA_P110,TERRA,SOLACE,ANCHOR,NEON,HELIX,CERES,PRISM
2016-04-05,87.0157,0.025,21.7462,49.1415,44.6935,102.9502,2690.985,82.4553,238.6892,99.7074
2016-04-06,87.0411,0.01,21.754,48.8615,44.6667,102.343,2710.1474,82.1344,242.5808,99.8577
2016-04-07,88.3891,0.2054,20.8122,48.1754,43.8451,102.5521,2713.1003,79.5748,246.2161,99.5256
2016-04-08,88.9654,0.2465,20.1404,48.9626,44.0502,102.8706,4239.8628,80.0029,252.8351,100.7052
2016-04-11,88.1638,0.0638,20.8412,48.5264,43.5641,104.1391,4120.7975,77.9552,249.7358,99.4023
2016-04-12,88.6297,0.1117,20.2772,47.7644,43.0245,103.6546,4404.402,77.8438,243.3773,98.6153
2016-04-13,90.7494,0.01,18.6685,47.5723,43.0207,102.9432,4528.6421,75.3166,247.9979,99.0339
2016-04-14,90.8364,0.1084,18.6963,47.3672,42.6713,101.8231,4380.0398,75.0306,256.4679,99.5292
2016-04-15,93.0259,0.2133,16.7322,48.381,43.0537,101.735,4288.5639,75.2397,250.9089,100.3179
2016-04-18,89.5759,0.5097,19.6602,48.0997,42.7868,102.17,4169.4669,75.2064,252.6246,99.0848
2016-04-19,90.5463,0.01,18.86,47.1764,42.1458,103.3331,4469.1038,74.5004,243.2313,97.9957
2016-04-20,90.7409,0.3587,18.6944,45.7562,41.3934,102.6756,4499.423,73.31,246.0223,97.2883
2016-04-21,90.3716,0.2767,19.1088,45.5434,41.2239,103.8274,4457.3206,71.108,252.029,96.9368
2016-04-22,90.5049,0.1698,18.9148,45.2791,40.5543,104.1049,4263.7205,71.7768,238.2561,95.7417
2016-04-25,87.8792,0.3385,21.2259,44.2635,39.7728,104.3372,4945.9264,72.2152,229.6946,93.6641
2016-04-26,87.4894,0.1231,21.2623,45.289,40.267,104.3354,5248.7703,68.2076,228.5404,92.9303
2016-04-27,87.9662,0.1309,20.992,45.4475,40.3359,104.2953,5300.9543,68.4293,229.7371,93.2953
2016-04-28,89.9896,0.0982,19.2964,45.4829,40.4353,104.2046,4955.5852,71.3235,230.0981,94.8176
2016-04-29,89.4223,0.2763,19.6244,46.5902,41.3523,105.8384,5880.5335,71.2598,229.8843,95.1307
2016-05-02,88.343,0.2373,20.7718,47.1083,41.5209,105.9389,5792.2546,73.4553,231.5017,95.7323
2016-05-03,87.654,0.01,21.524,46.6422,41.3254,107.3547,5738.3571,73.442,230.849,95.2023
2016-05-04,88.8579,0.01,20.2202,45.8406,41.1869,106.8725,5396.524,72.8937,230.4789,95.1218
2016-05-05,89.3853,0.0534,19.8405,46.0776,41.497,107.2455,5190.67,74.642,227.1844,95.7091
2016-05-06,88.7308,0.01,20.3392,46.4609,41.2918,108.8122,5290.7213,75.5249,231.9322,96.1881
2016-05-09,89.4106,0.0707,19.6715,46.8472,41.5388,109.3806,6482.9494,74.9918,225.0863,95.9139
2016-05-10,89.6021,0.267,19.3779,46.2556,41.0279,109.7106,6434.2459,73.0149,228.8004,95.4084
2016-05-11,90.9505,0.0356,18.3997,46.413,41.5416,108.8371,6235.2304,71.0923,221.8096,94.9265
2016-05-12,90.0925,0.0792,19.0194,45.512,40.9927,108.6737,6143.8549,70.2107,224.1659,94.1041
2016-05-13,89.6354,0.0847,19.7702,45.276,41.5062,108.2736,5617.6886,73.8663,223.7618,95.0225
2016-05-16,89.1139,0.1937,19.9899,46.117,42.3025,107.4445,5527.3629,75.0727,226.9996,95.9988
2016-05-17,87.1797,0.01,21.6273,46.0182,41.8701,107.5447,5278.5,73.3579,229.1548,94.9522
2016-05-18,87.4991,0.01,21.4982,45.2106,41.3514,106.9961,4993.386,74.0874,224.0117,94.4349
2016-05-19,87.8849,0.0784,20.9228,44.6529,40.9563,106.4688,4872.2892,72.044,215.2942,92.9683
2016-05-20,87.9373,0.226,20.9209,45.1637,41.3446,107.4608,3043.4755,73.3794,212.476,93.4263
2016-05-23,87.6574,0.01,21.2658,45.2102,41.4162,106.3698,3068.8963,74.1177,210.9071,93.47
2016-05-24,85.8281,0.01,23.0025,45.3913,41.6781,107.3473,3118.9381,73.8203,203.1095,92.3484
2016-05-25,85.2248,0.115,23.4866,45.1303,41.4672,106.6321,3149.6222,74.2032,203.9001,92.2149
2016-05-26,84.7835,0.01,23.8612,45.0379,41.6041,107.7519,3022.9267,74.1998,203.0185,92.0079
2016-05-27,83.7727,0.01,24.7728,44.4258,41.1287,107.1781,3025.9512,74.3723,200.5771,91.174
2016-05-30,83.5456,0.01,25.0269,44.4521,41.4559,105.9782,3022.1283,76.1051,200.877,91.5678
2016-05-31,84.0673,0.01,24.5263,43.9376,41.1132,106.1287,3033.2666,77.0814,203.866,91.9983
2016-06-01,86.5327,0.01,22.1422,43.5279,40.8131,106.3068,3003.2639,77.95,206.8879,93.0547
2016-06-02,86.913,0.01,21.9345,43.1523,40.5973,105.7799,2748.7525,79.1255,206.6415,93.2051
2016-06-03,87.2948,0.1635,21.4631,42.9312,40.0172,106.0903,2768.187,79.6082,207.4402,93.2003
2016-06-06,87.2427,0.2189,21.65,43.1321,39.9822,104.7583,2597.235,79.2627,199.8123,92.4552
2016-06-07,84.7904,0.112,23.8034,43.1461,40.0782,104.6345,2568.5207,78.3522,201.656,91.6777
2016-06-08,84.663,0.01,24.2877,41.436,38.8253,104.9284,2613.3915,77.605,207.2096,91.0608
2016-06-09,84.7586,0.01,23.895,40.8953,38.2912,105.362,1945.7191,75.782,206.1564,90.2477
2016-06-10,87.9802,0.0279,20.8259,40.7042,38.0095,105.9053,1909.422,76.0707,207.6735,91.3854
2016-06-13,87.92,0.1173,21.0332,41.4639,38.5417,106.2911,1735.8196,75.5466,208.3963,91.7254
2016-06-14,88.3421,0.1297,20.7406,40.908,38.1489,106.5761,1756.4333,76.6591,207.8493,91.8118
2016-06-15,88.3438,0.01,20.8788,41.0697,38.6233,106.944,1845.1603,77.7039,209.8224,92.3957
2016-06-16,86.8347,0.031,21.9554,41.9506,39.2083,107.3788,2061.5226,76.4228,207.3017,91.8545
2016-06-17,88.2872,0.0947,20.5408,41.1186,38.7569,105.996,2526.1041,75.3285,205.7655,91.491
2016-06-20,89.3901,0.2514,19.8621,41.1466,39.1075,106.5341,2589.5043,73.5666,203.346,91.3089
2016-06-21,90.5408,0.1478,18.6067,41.1315,38.5776,106.4675,2756.3597,68.6364,209.7347,90.922
2016-06-22,89.3984,0.1492,19.705,40.7856,38.4125,106.1066,3142.7286,69.7602,206.4838,90.3839
2016-06-23,91.2693,0.0593,18.1202,40.477,37.9069,105.6559,2835.9503,70.3054,208.0189,90.991
2016-06-24,89.4905,0.2409,19.6691,39.8387,37.5654,105.5176,2837.7443,70.4088,204.6017,89.8261
2016-06-27,90.2209,0.0953,19.1259,41.2296,38.2066,105.7747,2993.3438,78.7219,204.8727,92.7509
2016-06-28,93.3005,0.01,16.3773,41.6656,38.5384,105.5277,3507.0293,78.2332,206.0433,93.9046
2016-06-29,92.1092,0.2601,17.4035,42.3488,39.2422,105.4071,3718.6713,77.0901,199.3863,93.1311
2016-06-30,91.2992,0.1442,18.1143,42.161,39.479,105.4713,3659.5672,75.4794,194.5254,92.053
2016-07-01,91.423,0.01,18.0269,41.3192,38.9726,106.4994,3938.7359,78.0573,191.3021,91.9593
2016-07-04,90.7685,0.01,18.5786,41.3434,38.961,106.784,3763.5998,76.2366,186.9553,90.9392
2016-07-05,88.6765,0.0625,20.4549,41.9807,39.5399,107.7421,3696.9477,76.5539,183.4985,90.5061
2016-07-06,88.6921,0.0868,20.4914,41.3478,39.2166,108.1247,3198.862,76.2112,183.9956,90.1119
2016-07-07,87.317,0.0409,21.6823,41.729,39.7018,108.0021,2931.3292,75.5732,182.0112,89.6092
2016-07-08,87.8977,0.0594,21.1642,42.0689,39.7532,107.759,2376.4548,75.5948,183.7013,90.0935
2016-07-11,86.7486,0.2637,21.9739,42.9152,40.6341,106.5094,2442.7594,77.497,188.454,91.2762
2016-07-12,88.7577,0.1755,20.3441,42.6038,40.7596,106.8867,2730.0015,79.5443,183.8394,91.8492
2016-07-13,87.849,0.0395,21.2199,41.8023,40.6616,106.2574,3226.9551,78.235,188.985,91.4117
2016-07-14,87.4071,0.1503,21.657,41.3043,40.6056,106.0472,3449.4537,77.4729,191.2971,91.1898
2016-07-15,88.4845,0.01,20.5073,42.2562,41.1909,105.0863,2728.4616,78.2863,192.535,92.374
2016-07-18,86.9455,0.0669,21.9233,41.0523,40.3212,104.8191,2641.7679,78.8901,192.0505,91.3213
2016-07-19,87.1929,0.2787,21.7089,39.9366,39.3836,105.4426,2921.0138,77.2434,192.0852,90.3281
2016-07-20,88.9587,0.01,20.2322,40.1057,39.2037,106.6779,2894.3837,77.83,188.4526,90.6493
2016-07-21,86.9535,0.01,22.1318,39.7796,38.7797,106.4948,2980.7091,80.7713,188.2877,90.5332
2016-07-22,87.1225,0.01,21.8062,39.6545,38.9568,106.794,2628.1099,79.219,191.9104,90.5171
2016-07-25,87.4976,0.01,21.6208,40.1832,39.3471,107.456,2094.7661,78.4143,188.4673,90.4584
2016-07-26,88.5753,0.01,20.5397,40.0763,39.3775,108.3572,2201.7799,77.6788,190.0208,90.7335
2016-07-27,87.0267,0.01,21.9424,38.9317,38.9007,108.2141,2376.9276,76.6782,192.9926,89.6536
2016-07-28,85.271,0.01,23.59,39.9583,39.6093,107.1817,2274.8633,75.9006,190.2082,89.2569
2016-07-29,85.8803,0.01,23.1337,39.1732,38.733,107.4088,2209.4797,75.2675,191.0034,88.7653
2016-08-01,86.3204,0.1386,22.6735,38.5788,38.7289,106.9327,2257.9556,74.9909,192.7185,88.766
2016-08-02,86.6936,0.01,22.5617,39.1437,39.2896,107.0701,2337.4529,74.1163,198.3951,89.5846
2016-08-03,87.1903,0.2318,21.7255,38.8175,38.8144,107.9784,2327.0339,75.3778,202.2714,90.1468
2016-08-04,86.3561,0.0794,22.6799,38.7166,39.1378,107.309,2299.0952,75.234,210.2511,90.6578
2016-08-05,86.642,0.1574,22.2898,38.7435,39.3576,108.2144,1752.9176,75.9274,214.2633,91.388
2016-08-08,87.0642,0.01,21.8565,39.3072,39.8247,108.1202,1692.1706,74.9229,212.5773,91.4468
2016-08-09,86.1831,0.1303,22.7982,39.3048,39.9961,108.3401,1727.4867,75.127,214.1632,91.3403
2016-08-10,88.6109,0.01,20.5417,39.9156,40.9698,107.7183,1248.7696,76.4157,213.5414,92.8753
2016-08-11,89.3956,0.139,20.1546,38.7279,40.1416,108.3763,1267.8975,77.1195,208.0214,92.0576
2016-08-12,87.8775,0.0288,21.1944,39.193,40.6992,108.1512,1232.8662,78.329,204.4568,91.8695
2016-08-15,88.6986,0.0868,20.3188,38.9579,40.2231,108.6658,1198.3833,81.7444,204.1884,92.6217
2016-08-16,87.4783,0.01,21.6344,39.425,40.8186,108.9556,1143.9291,83.3099,203.2119,92.8667
2016-08-17,88.4829,0.01,20.414,39.4731,40.7828,111.6145,1143.4128,84.8386,208.7888,94.0259
2016-08-18,90.1128,0.0946,19.1466,39.1756,40.4988,110.1138,1125.0782,82.573,208.8244,93.7776
2016-08-19,89.119,0.01,20.0794,39.5005,40.7417,109.6067,1092.1342,80.712,212.0133,93.4905
2016-08-22,90.3935,0.0742,18.9995,39.5699,40.9919,110.2651,1110.904,79.578,212.9716,93.7575
2016-08-23,91.0473,0.01,18.4263,39.9835,41.2348,111.038,1120.8654,77.8306,214.2487,93.8336
2016-08-24,92.2379,0.1349,17.1774,39.6943,40.9149,111.3756,1079.1426,80.8343,216.8721,95.0017
2016-08-25,94.9905,0.01,14.8246,39.4657,40.7267,110.7495,1104.9762,78.3323,215.7789,94.824
2016-08-26,94.8113,0.0979,14.8969,39.3032,40.6998,112.123,904.0422,76.9155,215.3179,94.3174
2016-08-29,93.7647,0.1041,15.7498,39.2035,40.3703,112.1146,904.4093,78.0408,213.6384,93.9545
2016-08-30,92.4986,0.01,17.0379,39.8708,40.6695,110.87,900.8032,75.8256,213.093,93.3824
2016-08-31,91.3393,0.0912,17.8957,38.9835,39.8448,111.6424,929.8067,77.4297,213.1716,92.8065
2016-09-01,91.2039,0.0425,18.1237,39.2557,40.0139,111.5533,940.7244,74.6414,214.0668,92.3002
2016-09-02,91.6925,0.01,17.6082,39.1657,39.6596,109.9525,913.5931,76.1448,214.0304,92.7094
2016-09-05,92.1262,0.01,17.3995,38.6407,39.1027,109.3494,943.1262,78.2687,214.2943,93.0042
2016-09-06,93.3264,0.01,16.4702,38.2408,38.8299,109.2554,951.1147,77.7611,224.5566,93.8894
2016-09-07,93.4335,0.058,16.0004,38.1243,38.7612,108.8862,984.7287,79.6849,225.4358,94.4512
2016-09-08,95.5271,0.01,14.1042,36.4625,37.3399,109.0879,1148.8619,81.1629,214.5961,93.4237
2016-09-09,95.2839,0.0232,14.514,36.3522,37.204,108.1664,1163.4582,82.3419,212.1572,93.3174
2016-09-12,99.2693,0.01,11.2632,36.1036,36.5544,108.4655,1292.2945,83.4485,209.9785,94.2492
2016-09-13,100.4452,0.14,10.383,36.1505,36.7627,109.8173,1297.4595,82.9836,210.7401,94.6485
2016-09-14,99.2505,0.01,11.194,35.8078,36.3976,110.1548,1264.5995,84.8736,212.2342,94.624
2016-09-15,97.6402,0.01,12.4944,35.8149,36.4686,110.6912,1234.59,87.6512,208.3964,94.484
2016-09-16,98.2991,0.1262,12.017,36.6327,36.75,110.9955,1285.4321,85.5846,211.4608,94.843
2016-09-19,98.0326,0.0643,12.3014,37.0178,36.9807,111.1282,1311.1953,84.2784,212.7667,94.8308
2016-09-20,99.1045,0.0658,11.0712,37.8956,37.7198,110.1516,1181.8315,83.7448,209.235,95.3172
2016-09-21,99.8951,0.0923,10.6309,37.4602,37.2548,109.5963,1208.4626,84.4301,207.1514,95.2283
2016-09-22,99.8558,0.01,10.7155,37.5644,37.5346,109.3193,1204.0604,85.111,206.4547,95.446
2016-09-23,98.6231,0.126,11.54,37.4872,37.5724,109.3586,1330.5314,84.3075,209.0353,94.9237
2016-09-26,96.3768,0.097,13.7251,37.7116,37.5367,110.1937,1103.8073,85.4331,210.8544,94.7743
2016-09-27,95.6531,0.01,14.0648,37.7883,37.615,111.7139,1112.2307,85.3634,207.3428,94.2967
2016-09-28,96.8825,0.01,13.0625,37.4582,37.3843,111.6515,1150.665,86.391,210.6194,95.0248
2016-09-29,97.2858,0.01,12.7815,38.3591,37.9581,110.9361,987.2076,86.677,210.5035,95.7624
2016-09-30,95.5333,0.01,14.1607,38.2785,37.8427,111.0469,913.4294,85.2451,214.0088,95.1494
2016-10-03,95.7243,0.0525,13.8357,38.5378,38.1325,111.3351,959.6138,85.1116,214.2058,95.3768
2016-10-04,96.3177,0.2174,13.4764,39.3649,38.872,110.9421,961.1015,83.3354,210.1656,95.4178
2016-10-05,95.1071,0.1637,14.725,39.9419,39.5812,111.011,945.3829,81.6678,211.352,95.3078
2016-10-06,95.2954,0.01,14.3877,39.381,39.1344,109.7134,987.901,80.7623,217.6119,95.2999
2016-10-07,95.4167,0.0946,14.2135,39.8165,39.2054,108.7491,881.3013,82.7917,215.0782,95.7083
2016-10-10,93.8289,0.1999,15.8806,40.3108,39.3287,108.1056,889.8882,82.4834,211.7028,95.109
2016-10-11,94.2836,0.0586,15.3075,40.8306,39.7138,107.5606,871.9782,81.676,210.3535,95.2969
2016-10-12,95.1316,0.1644,14.5038,40.2804,39.4252,108.5212,862.8747,82.4964,211.6425,95.5059
2016-10-13,96.7623,0.3032,13.1082,40.018,39.0917,108.0088,848.3194,80.4707,219.0048,95.9147
2016-10-14,98.4177,0.156,11.732,40.5497,39.2649,107.7358,887.0657,80.7738,222.6213,97.0237
2016-10-17,96.5163,0.0383,13.5836,40.1521,38.9701,107.2633,883.1906,82.3082,218.3318,96.2161
2016-10-18,95.1047,0.1571,14.6813,40.1898,39.0979,106.8809,769.7387,84.7152,223.0504,96.856
2016-10-19,95.8009,0.0222,14.0776,41.2733,39.5688,106.471,774.5101,84.6919,224.367,97.7905
2016-10-20,96.6064,0.01,13.14,41.0017,39.3101,104.6548,757.7704,86.3557,225.5552,98.3389
2016-10-21,97.4258,0.01,12.3354,40.6198,39.6943,104.727,733.4574,85.806,224.3678,98.3259
2016-10-24,103.2968,0.2429,7.6589,40.0505,39.4541,104.127,751.9389,83.7918,222.6188,99.0391
2016-10-25,104.5309,0.01,6.766,40.1761,39.4759,104.4105,758.5737,84.0935,222.5085,99.5685
2016-10-26,106.4221,0.2516,5.3667,39.5515,38.9808,103.8981,782.6059,85.2414,228.21,100.5107
2016-10-27,108.0861,0.1103,4.4778,39.5322,38.8969,103.1502,794.8488,85.567,222.4223,100.5519
2016-10-28,109.2655,0.01,3.895,39.688,39.034,102.9448,858.876,85.9448,223.992,101.2662
2016-10-31,108.842,0.0925,4.061,40.0582,39.5667,101.8734,752.5087,85.5981,224.6598,101.467
2016-11-01,110.0999,0.01,3.4243,40.2537,39.8935,102.5103,738.0516,82.6445,224.4703,101.3502
2016-11-02,108.9265,0.1246,3.9233,40.027,39.7162,102.7798,730.0641,82.5829,227.8678,101.1412
2016-11-03,108.515,0.1562,3.9981,40.2039,40.0453,102.6473,755.8878,82.7827,222.3747,100.7512
2016-11-04,107.7398,0.01,4.3796,40.2403,40.1588,102.1051,765.0287,83.3415,227.2347,101.1678
2016-11-07,107.8661,0.0323,4.1821,39.6837,39.6202,101.9054,799.5403,83.287,217.1321,99.9175
2016-11-08,111.717,0.3465,2.6632,39.806,39.3062,101.2028,850.4238,84.5892,216.0486,101.1616
2016-11-09,108.858,0.01,3.6971,40.5271,39.7386,101.5299,863.4647,84.8527,210.3932,100.3148
2016-11-10,109.8767,0.01,3.1136,40.2827,39.6384,102.2486,857.4218,85.5387,209.0794,100.4819
2016-11-11,107.333,0.2278,4.3438,40.3607,39.7859,102.1485,767.0303,84.4696,214.0311,99.997
2016-11-14,106.4845,0.2973,5.2902,41.4417,40.6001,102.2943,682.2151,84.0481,212.1071,100.1691
2016-11-15,108.2278,0.01,3.7109,40.8305,40.163,101.8873,686.6634,81.931,208.1535,99.4625
2016-11-16,108.4535,0.1569,3.6118,40.0495,39.9306,101.925,718.5867,83.4393,212.4742,99.8798
2016-11-17,106.7575,0.2029,4.6746,39.2326,39.0735,102.1268,693.8373,83.942,213.0266,98.9469
2016-11-18,105.5672,0.01,5.4545,39.3411,39.104,102.1771,697.1018,84.3594,211.7793,98.5991
2016-11-21,106.6214,0.01,4.7315,39.2993,39.0732,102.098,677.6924,81.5346,208.4819,97.9513
2016-11-22,105.5441,0.1849,5.5288,40.251,39.4672,102.2756,650.0188,80.0295,208.6151,97.6987
2016-11-23,105.8656,0.253,5.0977,40.1877,39.6768,102.5429,644.328,79.9422,207.5558,97.7321
2016-11-24,105.9859,0.0846,4.7775,39.8364,39.4406,102.8773,665.5597,80.6725,206.3952,97.6126
2016-11-25,104.9925,0.01,5.5604,39.6638,39.7917,102.2624,715.6451,80.6056,198.1808,96.6302
2016-11-28,108.4056,0.2985,3.2694,39.4904,39.7362,102.1565,746.4952,81.1614,198.9469,97.7341
2016-11-29,109.6522,0.01,2.7443,38.666,39.0246,100.7252,727.1447,80.6814,198.0578,97.3007
2016-11-30,106.4645,0.01,4.19,40.2412,40.0311,100.5746,731.4463,78.6739,198.5378,96.9023
2016-12-01,106.6396,0.0514,4.321,40.4861,39.9747,100.9304,722.6636,77.2272,197.7236,96.5777
2016-12-02,105.6266,0.2331,4.8937,40.355,40.7161,99.1767,763.8078,79.4691,206.9795,97.92
2016-12-05,106.9671,0.1281,3.9236,40.818,41.1896,99.0773,779.3247,77.9333,206.7302,98.2736
2016-12-06,105.8019,0.0622,4.6188,41.477,41.2628,98.3955,1176.3529,79.0318,206.335,98.4258
2016-12-07,105.5941,0.0695,4.6431,41.2964,41.5197,97.9742,1161.2751,79.8226,203.8297,98.3388
2016-12-08,106.4185,0.01,4.123,40.8827,41.5239,97.5988,1106.2627,81.2759,201.3409,98.5495
2016-12-09,107.8839,0.0837,2.9725,41.2896,41.7235,97.4142,1086.5664,79.7088,198.2207,98.5107
2016-12-12,106.0637,0.01,4.3097,41.7694,41.8759,98.0276,1098.627,78.1711,197.8283,97.8123
